1061,salt,dog food,long life bakery product,,,,,,,,,,,,,,,,,,,,
1062,tropical fruit,root vegetables,other vegetables,domestic eggs,white bread,brown bread,canned vegetables,soda,fruit/vegetable juice,rum,,,,,,,,,,,,,
1063,other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,
1064,chocolate,,,,,,,,,,,,,,,,,,,,,,
1065,ice cream,,,,,,,,,,,,,,,,,,,,,,
1066,tropical fruit,oil,cat food,,,,,,,,,,,,,,,,,,,,
1067,frankfurter,citrus fruit,whole milk,yogurt,sliced cheese,specialty cheese,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,
1068,butter,pasta,canned fish,softener,flower (seeds),,,,,,,,,,,,,,,,,,
1069,other vegetables,butter milk,frozen fish,salty snack,,,,,,,,,,,,,,,,,,,
1070,tropical fruit,pastry,canned beer,chocolate,,,,,,,,,,,,,,,,,,,
1071,citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls/buns,white bread,brown bread,zwieback,,,,,,,,,,,,,,
1072,UHT-milk,salt,soda,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,
1073,breadbutterjam,,,,,,,,,,,,,,,,,,,,,,
1074,curd,yogurt,spread cheese,sugar,canned vegetables,,,,,,,,,,,,,,,,,,
1075,citrus fruit,other vegetables,whole milk,dessert,yogurt,frozen vegetables,fruit/vegetable juice,bottled beer,salty snack,,,,,,,,,,,,,,
1076,yogurt,brown bread,bottled beer,white wine,,,,,,,,,,,,,,,,,,,
1077,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,
1078,grapes,,,,,,,,,,,,,,,,,,,,,,
1079,pork,other vegetables,soda,,,,,,,,,,,,,,,,,,,,
1080,sausage,citrus fruit,berries,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,domestic eggs,pastry,margarine,soups,canned fish,chocolate,candy,napkins,,,,,,
1081,frankfurter,chicken,pork,tropical fruit,root vegetables,other vegetables,yogurt,UHT-milk,mayonnaise,brown bread,pastry,flour,mustard,coffee,cocoa drinks,fruit/vegetable juice,salty snack,long life bakery product,chocolate,seasonal products,,,
1082,artif. sweetener,soda,photo/film,,,,,,,,,,,,,,,,,,,,
1083,frankfurter,onions,butter,processed cheese,rolls/buns,coffee,bottled beer,,,,,,,,,,,,,,,,
1084,pip fruit,root vegetables,dessert,yogurt,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,
1085,frankfurter,whole milk,coffee,detergent,,,,,,,,,,,,,,,,,,,
1086,whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,
1087,domestic eggs,hygiene articles,photo/film,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,
1088,packaged fruit/vegetables,dessert,mayonnaise,oil,soda,waffles,chocolate,flower (seeds),shopping bags,,,,,,,,,,,,,,
1089,chicken,other vegetables,whipped/sour cream,frozen vegetables,bottled water,long life bakery product,,,,,,,,,,,,,,,,,
1090,pork,whole milk,curd,yogurt,whipped/sour cream,cream cheese ,domestic eggs,white bread,sugar,baking powder,coffee,cocoa drinks,salty snack,waffles,candy,napkins,,,,,,,
1091,citrus fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream,cream cheese ,pastry,vinegar,oil,coffee,long life bakery product,detergent,cleaner,napkins,newspapers,,,,,,,
1092,light bulbs,,,,,,,,,,,,,,,,,,,,,,
1093,cream cheese ,margarine,tea,,,,,,,,,,,,,,,,,,,,
1094,sausage,curd,frozen meals,domestic eggs,cake bar,seasonal products,detergent,cleaner,house keeping products,pot plants,shopping bags,,,,,,,,,,,,
1095,citrus fruit,onions,,,,,,,,,,,,,,,,,,,,,
1096,other vegetables,whipped/sour cream,roll products ,,,,,,,,,,,,,,,,,,,,
1097,chicken,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,butter,yogurt,whipped/sour cream,hard cheese,frozen vegetables,frozen fish,domestic eggs,white bread,rice,specialty fat,dog food,bottled water,fruit/vegetable juice,long life bakery product,softener,napkins,cling film/bags
1098,ice cream,,,,,,,,,,,,,,,,,,,,,,
1099,pork,breadbutterjam,ice cream,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,
1100,pork,tropical fruit,other vegetables,yogurt,semi-finished bread,flour,margarine,artif. sweetener,organic products,chocolate marshmallow,,,,,,,,,,,,,
